상호명,지점명,상권업종소분류명,표준산업분류명,행정동명,법정동명,지번주소,도로명주소,경도,위도
앙크인베스트먼트이디야커피국회대로점,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 14-3,서울특별시 영등포구 국회대로72길 4,126.919901437143,37.5303259671253
더플랜오,,카페,커피 전문점,양재1동,양재동,서울특별시 서초구 양재동 97-5,서울특별시 서초구 양재천로 103-1,127.04012403835,37.4765261209652
호랑이초밥,,일식 회/초밥,커피 전문점,당산1동,당산동3가,서울특별시 영등포구 당산동3가 558-2,서울특별시 영등포구 당산로31길 33,126.892741773514,37.5269027740913
조해산업디앤엠,,카페,커피 전문점,금호1가동,금호동1가,서울특별시 성동구 금호동1가 128-1,서울특별시 성동구 행당로 35,127.023465575146,37.5558804392212
매머드익스프레스상암IT,,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1590,서울특별시 마포구 월드컵북로 434,126.886033316208,37.5816136801339
국민우유집,,카페,커피 전문점,동선동,동선동4가,서울특별시 성북구 동선동4가 102-1,서울특별시 성북구 아리랑로2길 24,127.017582037795,37.5936574164904
드림하이,,카페,커피 전문점,세곡동,세곡동,서울특별시 강남구 세곡동 615,서울특별시 강남구 헌릉로569길 21-30,127.100710807682,37.466352208209
공차구로NC,,카페,커피 전문점,구로5동,구로동,서울특별시 구로구 구로동 573,서울특별시 구로구 구로중앙로 146-1,126.882758973119,37.5006334843974
매머드익스프레스구로대명벨리온점,,카페,커피 전문점,구로2동,구로동,서울특별시 구로구 구로동 614-50,서울특별시 구로구 경인로53가길 10,126.874374235676,37.5031849283472
카페홍,,카페,커피 전문점,천호2동,천호동,서울특별시 강동구 천호동 357-6,서울특별시 강동구 올림픽로 682-6,127.125047480013,37.5421248931294
홈이디저트,,카페,기타 비알코올 음료점업,개봉1동,개봉동,서울특별시 구로구 개봉동 452-2,서울특별시 구로구 고척로52길 86,126.855673637408,37.5013112845497
히든커피,,카페,커피 전문점,사직동,당주동,서울특별시 종로구 당주동 40,서울특별시 종로구 새문안로5길 11,126.974712906067,37.5711903188598
익스트림커피,,카페,커피 전문점,광희동,을지로7가,서울특별시 중구 을지로7가 143,서울특별시 중구 을지로 281,127.010889465579,37.5680029265883
여가생활,,카페,기타 비알코올 음료점업,압구정동,신사동,서울특별시 강남구 신사동 646-15,서울특별시 강남구 언주로164길 35-6,127.036598953895,37.5256319793831
커피온리팔공티,,카페,커피 전문점,성수2가3동,성수동2가,서울특별시 성동구 성수동2가 315-31,서울특별시 성동구 연무장7길 8-1,127.05462326859,37.5434022045114
카페하울링,,카페,커피 전문점,서교동,동교동,서울특별시 마포구 동교동 184-14,서울특별시 마포구 와우산로 170,126.931100097637,37.5558462390625
메가엠지씨커피금호역점,,카페,커피 전문점,금호4가동,금호동4가,서울특별시 성동구 금호동4가 1202,서울특별시 성동구 장터길 30,127.019129767293,37.5481856028657
쥬씨현대,,카페,기타 비알코올 음료점업,중앙동,봉천동,서울특별시 관악구 봉천동 888-35,서울특별시 관악구 양녕로 44,126.947090975825,37.4859065763938
앰퍼샌드컴퍼니,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 166-6,서울특별시 종로구 돈화문로11다길 27,126.990372912512,37.5734066956355
브루다그랑서울,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 70,서울특별시 종로구 종로 33,126.981417776698,37.5709510178487
카페루,,카페,커피 전문점,홍제3동,홍제동,서울특별시 서대문구 홍제동 286-1,서울특별시 서대문구 포방터길 27,126.94874153642,37.59794794221
에이치엠커피,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 487-378,서울특별시 마포구 성미산로 97,126.918114830714,37.5615757011072
플로리안,,카페,커피 전문점,가락본동,가락동,서울특별시 송파구 가락동 80,서울특별시 송파구 송파대로28길 27,127.120080194832,37.4948815412923
피자레볼루션이태원점,,카페,기타 비알코올 음료점업,이태원1동,이태원동,서울특별시 용산구 이태원동 127-1,서울특별시 용산구 우사단로 47,126.995470911753,37.5343448524858
데이데이,,카페,기타 비알코올 음료점업,동선동,동선동1가,서울특별시 성북구 동선동1가 2-2,서울특별시 성북구 동소문로22길 14,127.017576803461,37.592332843677
에이치엘파트너즈,,카페,커피 전문점,서초3동,서초동,서울특별시 서초구 서초동 1456-3,서울특별시 서초구 남부순환로323길 56-3,127.013676367189,37.483624884908
리스펙커피,,카페,커피 전문점,방화1동,마곡동,서울특별시 강서구 마곡동 739-4,서울특별시 강서구 마곡서1로 115-1,126.818553689727,37.5666942814395
타미하우스,,카페,커피 전문점,서초1동,서초동,서울특별시 서초구 서초동 1425-18,서울특별시 서초구 남부순환로333길 13,127.019988924317,37.4833800666938
더데이즈커피,,카페,커피 전문점,도곡2동,도곡동,서울특별시 강남구 도곡동 413-3,서울특별시 강남구 논현로36길 14,127.04293544029,37.4848026259391
영,,카페,커피 전문점,암사1동,암사동,서울특별시 강동구 암사동 488-16,서울특별시 강동구 구천면로 311,127.134638196451,37.5474757495758
힐,,카페,커피 전문점,구의3동,구의동,서울특별시 광진구 구의동 596-1,서울특별시 광진구 뚝섬로66길 7,127.090308640812,37.533635767209
매머드익스프레스가산IT프리미어,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 345-50,서울특별시 금천구 가산디지털1로 88,126.885441067338,37.4738797308772
"카페,숨",,카페,커피 전문점,상도1동,상도동,서울특별시 동작구 상도동 463-11,서울특별시 동작구 상도로 329,126.951691081169,37.4989946951539
그릿커피랩,,카페,커피 전문점,청룡동,봉천동,서울특별시 관악구 봉천동 1566-24,서울특별시 관악구 쑥고개로 99,126.947692495528,37.4792982165204
무드쉐어,,카페,커피 전문점,공릉1동,공릉동,서울특별시 노원구 공릉동 589-16,서울특별시 노원구 공릉로 119-23,127.077900402211,37.6214456488859
벤티프레소한화메트로,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 554-2,서울특별시 금천구 가산디지털2로 43-14,126.881787162462,37.472511655768
본호미,,카페,커피 전문점,쌍문2동,쌍문동,서울특별시 도봉구 쌍문동 580,서울특별시 도봉구 도봉로 599,127.040067189013,37.6582575617991
줄리앤몰리,,카페,커피 전문점,자양1동,자양동,서울특별시 광진구 자양동 630-42,서울특별시 광진구 뚝섬로59길 67,127.083063896877,37.5348322021359
마마스플라워카페,,카페,기타 비알코올 음료점업,세곡동,세곡동,서울특별시 강남구 세곡동 422-5,서울특별시 강남구 헌릉로571길 56-3,127.098635283937,37.4678591937903
커피주는이불,,카페,김밥 및 기타 간이 음식점업,망우3동,망우동,서울특별시 중랑구 망우동 408-16,서울특별시 중랑구 용마공원로 22,127.101252789409,37.5937024812413
키헤이커피,,카페,커피 전문점,삼성2동,삼성동,서울특별시 강남구 삼성동 119-17,서울특별시 강남구 봉은사로78길 15,127.053245442368,37.5118543272053
사이커피로스터스,,카페,커피 전문점,독산3동,독산동,서울특별시 금천구 독산동 955-11,서울특별시 금천구 시흥대로152길 15,126.899810424832,37.476960834987
브루클린커피,,카페,커피 전문점,대방동,대방동,서울특별시 동작구 대방동 339-1,서울특별시 동작구 노량진로 26,126.928907012401,37.5129457489865
나띵베러,,카페,커피 전문점,역촌동,역촌동,서울특별시 은평구 역촌동 40-53,서울특별시 은평구 진흥로 59-1,126.920568903921,37.6024961356832
커피에반하다상계,,카페,커피 전문점,상계6.7동,상계동,서울특별시 노원구 상계동 735-2,서울특별시 노원구 동일로217가길 39,127.058187201984,37.6530604988785
과일에반하다프루타,,카페,커피 전문점,청파동,청파동3가,서울특별시 용산구 청파동3가 121-55,서울특별시 용산구 원효로97길 42,126.968836852913,37.5425040167374
사직단커피집,,카페,커피 전문점,사직동,사직동,서울특별시 종로구 사직동 9,서울특별시 종로구 사직로8길 4,126.968598872078,37.5745519999363
서울장애인부모연대노원지회디앤디카페,,카페,커피 전문점,상계10동,상계동,서울특별시 노원구 상계동 580-9,서울특별시 노원구 동일로 1449,127.058834042329,37.6574807269733
풀림,,카페,커피 전문점,신사동,신사동,서울특별시 강남구 신사동 557-17,서울특별시 강남구 도산대로25길 29,127.026459191755,37.5215031094264
24시셀프카페,,카페,커피 전문점,목4동,목동,서울특별시 양천구 목동 948,서울특별시 양천구 목동중앙본로1길 5,126.87040380009,37.5384948230851
카페051서울,,카페,커피 전문점,미아동,미아동,서울특별시 강북구 미아동 209-8,서울특별시 강북구 도봉로53길 7,127.025340448573,37.6265105229859
벌스,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 246-22,서울특별시 마포구 성미산로23길 44,126.920574361997,37.5652654374451
썸띵크,,카페,커피 전문점,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 343-8,서울특별시 서대문구 거북골로 37-4,126.92368094351,37.5790706499001
카페봉봉,,카페,커피 전문점,거여1동,거여동,서울특별시 송파구 거여동 2-7,서울특별시 송파구 성내천로 136,127.143488203221,37.4989641856799
낭만커피숍,,카페,커피 전문점,청룡동,봉천동,서울특별시 관악구 봉천동 927-4,서울특별시 관악구 남부순환로 1732,126.94250950735,37.4820361895037
태양커피,,카페,커피 전문점,방배2동,방배동,서울특별시 서초구 방배동 453-33,서울특별시 서초구 방배천로 32,126.982649554327,37.4794692336749
페이퍼커피,,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1605,서울특별시 마포구 월드컵북로 396,126.889812409598,37.5794868062638
토끼를따라간앨리스,,카페,커피 전문점,중화1동,중화동,서울특별시 중랑구 중화동 291-1,서울특별시 중랑구 동일로130길 50,127.082684578506,37.5999300123773
카페마레,,카페,커피 전문점,하계1동,하계동,서울특별시 노원구 하계동 158-5,서울특별시 노원구 공릉로 312,127.071987299926,37.6351040915228
카페코너,,카페,커피 전문점,잠원동,잠원동,서울특별시 서초구 잠원동 36-28,서울특별시 서초구 신반포로47길 36,127.019010984002,37.5123318457708
선주카페,,카페,커피 전문점,자양3동,자양동,서울특별시 광진구 자양동 126-1,서울특별시 광진구 강변북로 2230,127.067800920131,37.5284053347663
아이갓에브리씽강동아트,,카페,커피 전문점,상일1동,상일동,서울특별시 강동구 상일동 477,서울특별시 강동구 동남로 870,127.157376170565,37.5512804641438
플러스카페,,카페,커피 전문점,종로1.2.3.4가동,수송동,서울특별시 종로구 수송동 146-12,서울특별시 종로구 종로1길 36,126.978971792155,37.5734978535778
봉자라떼,,카페,커피 전문점,대학동,신림동,서울특별시 관악구 신림동 241-43,서울특별시 관악구 신림로11길 18,126.938725918341,37.4697479563014
세상과연애하기,,카페,기타 비알코올 음료점업,낙성대동,봉천동,서울특별시 관악구 봉천동 855-1,서울특별시 관악구 관악로14길 14,126.953281052358,37.4790685328944
딩동,,카페,커피 전문점,남영동,동자동,서울특별시 용산구 동자동 43-227,서울특별시 용산구 한강대로 405,126.969506078632,37.5547189980799
모리앤올리,,카페,커피 전문점,대조동,대조동,서울특별시 은평구 대조동 48-38,서울특별시 은평구 서오릉로10길 3,126.919206915825,37.6105298780731
매머드익스프레스충정로점,,카페,커피 전문점,충현동,충정로3가,서울특별시 서대문구 충정로3가 112,서울특별시 서대문구 경기대로 26-22,126.962677644361,37.5615251389367
청파맨션,,카페,커피 전문점,청파동,청파동2가,서울특별시 용산구 청파동2가 41-18,서울특별시 용산구 청파로47나길 20,126.967129857426,37.5456607725878
디저트삼십구,,카페,기타 비알코올 음료점업,북아현동,북아현동,서울특별시 서대문구 북아현동 154-5,서울특별시 서대문구 신촌로 261-1,126.955104186999,37.5575568461896
